tweet_id,sentiment,SenNumber,author,content,,,,,,,
1964703870,sadness,11,Bantu37,@amandapoop no  I didn't yet he never texted backk.,,,,,,,
1964703792,neutral,9,Sims_Galore,awww  Lukes been evicted from the Quiz,,,,,,,
1964703006,neutral,9,amomca,OMGosh! it's 79 degrees and I'm sweating and miserable!  what am i gonna do when i visit the ATX? need..AC! need...AC!,,,,,,,
1964702436,sadness,11,purlingsprite,Feeling deflated. Hubby saw swing set &amp, thinks is a piece of junk. I thought I had found something good 4 the kids,,,,,,
1964702208,worry,13,LittleMissEmma,"@SteveHealy Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny's last night, gutted for you....",,,,,,,
1964702156,neutral,9,Laineymc,@whatswhat_sian lol. I don't have the benefit of Sky+ and hubbie was watching them so had to sit thru it.,,,,,,,
1964701993,neutral,9,alejandroduran,Awaiting reply from two projects. One cancelled.,,,,,,,
1964701905,hate,7,madnessism,@karyaazure WHAT'S WRONG WITH ECHO? NOOOO!    I'll kill that lady!,,,,,,,
1964701737,sadness,11,alanwardle,"@jonashelford Kewl, I only got my iPhone and gotta hope it lasts all weekend  Only got a shuffle, might bring that anyways... See ya 8am!",,,,,,,
1964701375,worry,13,Hinesmdc,Why can't my HP use Dell Dock?,,,,,,,
1964700948,sadness,11,micaelap,keep @lulion07 and his family in your prayers. his lil bro jus passed away,,,,,,,
1964700908,worry,13,LadyDenDen,"@JennaVonTweet Ohhh french tip! My fave, my nails aren't long enough yet tho  Ill ask the manicurist",,,,,,,
1964700748,sadness,11,tbruno1,@_madison that's what you get for abandoning us! I'll miss you.,,,,,,,
1964700490,love,8,chinaberrylady,Farewell dinner with my kimmy. Last time i'll see her in a while,,,,,,,
1964699304,sadness,11,Gansdarn,sad   Miss my friends !,,,,,,,
1964699151,sadness,11,indecisions,"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!",,,,,,,
1964699102,sadness,11,wesaysummerrr,this is gonna sound really sad &amp, depressing but I really really miss my uncle Sam,,,,,,
1964699067,sadness,11,milestogogreg,"Shipwrecked all weekend  license wasn't suspended, it got cancelled. Can't take the risk driving and no one lives near me",,,,,,,
1964698819,neutral,9,omgitsafox,@regent_lord But that means you'll leave me alone.,,,,,,,
1964698722,sadness,11,ijcopon925,"Has so much to blog, but has no time to",,,,,,,
1964698659,worry,13,Robertskoog,Preston stayed home and I don't know why,,,,,,,
1964698461,worry,13,VikngEyez182,It appears I'm going home tomorrow...and it's not a good thing...,,,,,,,
1964697706,fun,5,jenstrong77,is getting ready for another makeup baseball game.  Played the same team last night &amp, got run ruled.,,,,,,
1964697636,worry,13,vicki1213,@TomFelton it wasn't that good tonight  I know DCD though .... I won't say what happened!,,,,,,,
1964697332,sadness,11,RavenLaR,@SelectedTweets Sorry Ali,,,,,,,
1964693584,sadness,11,squishable,"@mspixieriot that sucks...wish we could get it there cheaper...   if you're in montreal, there's a cool shop that carries them up there!",,,,,,,
1964693082,worry,13,tachophile,Currently drinking effervescent Vitamin C. This sore throat is getting worse...,,,,,,,
1964692899,sadness,11,karin_h,"@MaxLucado WGN in Chicago used to be the calm airing of ideas, but in the last 30 days they changed the programing to sound-bite shouting",,,,,,,
1964692432,empty,3,mistermeester,@dushbag And I totally wish I was going to Orlando.  How long until you're there? I forget how long the drive is.,,,,,,,
1964692203,neutral,9,sallyinnorfolk,@geoffjones just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol  lol,,,,,,,
1964691866,worry,13,nwlynch,"I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!",,,,,,,
1964691674,worry,13,LunaTriste,I need a haircut. I should not be able to pull my hair into a ponytail.,,,,,,,
1964691554,happiness,6,emilyyprideaux,Gotta love nasty weatherrrrr. @kileyymariee so jealous ur at knotts,,,,,,,
1964691326,neutral,9,bkkay,@theBrandiCyrus I don't think u look horrible and de my mmommy pits up embarrisong facebook picturesnof me,,,,,,,
1964691187,worry,13,Elizaaatje,"I wanna go home, but I can't cause the customers won't leave... And my boss won't let me leave either",,,,,,,
1964691104,surprise,12,LucyMcFly,"for about 3-4 weeks now i got 3 different pairs of strighters thinking they wasn't working, just realised it was on the lowest setting",,,,,,,
1964690990,neutral,9,JBnVFCLover786,@thomasfiss I love you Thomas.I will always respect and support your decision.and I'll miss you  but you're gonna do amazing things &lt,3 you,,,,,,
1964690748,worry,13,kellywanlass,just picked her kids up from Challenger for the last time.,,,,,,,
1964690551,worry,13,Xolio101,man im so sad school is ending  but then again high school might be better :O,,,,,,,
1964690371,worry,13,hoopla123,IN PAIN. my big toe got stomped on during the hokey cokeu. it's throbbing. anyone have any suggestions to heal it?,,,,,,,
1964690311,happiness,6,ViolaMaths,"Hey, @elliotcole Thank you SO much for the #followfriday. I failed miserably to get a list together this week",,,,,,,
1964689689,worry,13,lisaeaster,my day is starting at 2:38pm. woops  work in less than 3 hours...,,,,,,,
1964689460,worry,13,Estherooo,sometimes the fact that my health for the lack of a better word SUCKS really scares me,,,,,,,
1964689396,worry,13,RobertRowlands,"Im worried, not in a happy place right now   Deadline for important discussion 1st June :/",,,,,,,
1964689342,worry,13,redLIGHTjoli,"...wait, I lied.",,,,,,,
1964689065,sadness,11,bencolar,Rainy day in Philly  looks like it's gonna be a movie night.,,,,,,,
1964688837,worry,13,vlvalle,Hmmm.... My whole body feels sore!,,,,,,,
1964688793,empty,3,Rocy94,Why it gets so difficult when I try to change finally ?,,,,,,,
1964688761,worry,13,Dee_vah27,So broken now,,,,,,,
1964688211,neutral,9,codytupper,@mareyachristina haha i wish i could! I look like a little boy now,,,,,,,
1964687988,neutral,9,robynnxrevolver,@dummerboyk: psh...didn't even pay for me though,,,,,,,
1964687776,worry,13,MKCOL,@RobbieBarnes weaned myself off it,,,,,,,
1964687379,surprise,12,NuNu_213,@hithere90 What the heck? Why?? What's going on?,,,,,,,
1964686623,sadness,11,ToriChampagne,@atraiocatharsis dont ignore me,,,,,,,
1964686548,surprise,12,lgladdy,@chasingsunshine I am reassassing this boundry right now..  I really didn't mean to upset you. You know i adore you really.,,,,,,,
1964686393,worry,13,ChickenStudios,@Remy_Foster Still not working,,,,,,,
1964686308,worry,13,Dill74,"@captainflashman wish i could eat pizza, unfortunately it is forbidden here, only low GI, high iron stuff and lots of insulin injections!",,,,,,,
1964686300,love,8,AprilShotYou,really wants to go see AI tonight.,,,,,,,
1964686205,hate,7,ShadowVoice,"Ugh. I hate bad grades. 1st time I've ever failed a class and no As- B, B, D, W, I, I! Not like me at all",,,,,,,
1964685790,worry,13,NKANGEL74,@cutebug yeah same here... I have a bit of headache too... ick,,,,,,,
1964685671,sadness,11,awaisnaseer,wanted to sleep but a friend from Denmark just poked me on IM,,,,,,,
1964685578,sadness,11,georgia_xoxo,"@SophieChadwick no i didnt! i couldnt get to liverpool today, of all days!  did you?",,,,,,,
1964685527,hate,7,Nievesteve,@xxJordanx just stop talking if ur gonna be that mean,,,,,,,
1964685496,worry,13,BrentWolgamott,SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9's with K kick. He shows A9.,,,,,,,
1964685410,neutral,9,nedia,@mell_e im going to my dance class now,,,,,,,
1964685315,sadness,11,ddjango,"@drmenlo sorry about Mr Grey, Menlo",,,,,,,
1964685287,sadness,11,Natiestarr,@melroze90210 I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!,,,,,,,
1964685230,neutral,9,ardowdle,"@dennispillion @WaffleSauce Ugh, you people and your fancy trips to Italy while I'm slaving away at this computer.",,,,,,,
1964684906,surprise,12,meganhaney07,gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up,,,,,,,
1964683692,neutral,9,alena813,Turn over report...done,,,,,,,
1964683187,hate,7,mIss__bOmBastIQ,is tired if ppl shit talking,,,,,,,
1964682587,worry,13,cassiebabycakes,@HalfDeadPrince i always wants those.. but i would look really dumb!,,,,,,,
1964682565,worry,13,xrenee,@AYEJILLA &amp, @andrewEMT suck at trying to scare people but are good at killing naps.   http://myloc.me/218m,,,,,,
1964682319,neutral,9,TwitMarii4Peace,paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,,,,,,,
1964682290,worry,13,ashchristine06,is sad she is going to miss the Dream Team party... but i didnt RSVP in time.,,,,,,,
1964682161,worry,13,shesbatty,@LuvToSparkLe oh i hate it when that happens. i when i transfered universities i had a hell of a time transferring my credits! lost a few,,,,,,,
1964681741,happiness,6,sintaks,Maaaan... it is way too nice outside to be in here working.,,,,,,,
1964681130,neutral,9,Shizzaam,I was so hype about it being Friday &amp, it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.,,,,,,
1964680551,worry,13,Lawrapop,Nooooo! Its going to rain on my birthday,,,,,,,
1964680299,sadness,11,lbonser,"@flashyfem Sorry to hear that.  If I didn't already so much planned this weekend, I'd have considered going too.",,,,,,,
1964680237,worry,13,cmeow,lighters get lost in remastering the same way socks are lost in the dryer  ? http://blip.fm/~7a6ea,,,,,,,
1964680220,neutral,9,grim_n_blue,iPod touch = brick.,,,,,,,
1964680138,fun,5,dIAM0NDsHELLs,@COVERGIRL6 man i need 2 find a siitter Val still aint fuckin wit me  LOL,,,,,,,
1964679771,neutral,9,atuarre,"@AngelaKeen It felt nice, but staying outside for too long and your definitely getting burned! Hurricane season is here though",,,,,,,
1964679276,worry,13,xkara92x,...And omg whats this dirty letter from Danny everyones been on about? Its absolutely none of my business but I still feel left out lol,,,,,,,
1964679188,worry,13,michelleraelynn,needs to find SOMETHING to wear to graduation. lol can't find anything!,,,,,,,
1964679163,sadness,11,sachoben,"probably going to miss Silverstone's race again this season in iRacing , so sad   this track is pure laser scanned awesomeness",,,,,,,
1964678084,sadness,11,Wafflesides,@lightsresolve I'm so mad I cant go to that...you're like an hour away from me.,,,,,,,
1964677795,neutral,9,DarrenRuane,@cocotteloup Awww... It works ok for me.. but I have an apple laptop so it might be a little difference!!,,,,,,,
1964677751,sadness,11,LaReinaYadira,Just heard a single i had been waiting MONTHS to hear....and...im disappointed.,,,,,,,
1964677691,worry,13,sweetchobee,Trying to calm down kitten.  She is so rowdy.,,,,,,,
1964677064,worry,13,SharonSmiles,Where did everyone go?? boo got no-one to twitter on to now  Wonder if I can con some innocent un-suspecting people into talking to me??,,,,,,,
1964676916,worry,13,joshuaarnao,@tshirtterrorist no sign yet,,,,,,,
1964676705,sadness,11,sky14kemea,"@Goatzilla  im not that good yet, my parents still buy me clothes and stuff when i need them &gt;_&gt; but i dont get pocket money anymore",,,,,,,
1964676611,worry,13,ShannonLeary,Class until 9:30  yes on a Friday night...,,,,,,,
1964672757,worry,13,CROOKLYNMAYO,Hey @itsmskay sorry about your headahce,,,,,,,
1964672632,worry,13,jrow310,from seeing all my koreans buisnesses failing.,,,,,,,
1964672516,surprise,12,andrewwhite92,good day in the sun... little bit burnt tho... well actualy quite alot  very sore  heh,,,,,,,
1964672508,hate,7,fjkeogh,@katecameron2002 o can't work that one out  pain in the ass them spammers,,,,,,,
1964672428,surprise,12,whatswhat_sian,@aileenwilliams Yes but was the nice one. He couldn't believe the other guy kicked Max. He's off for a week soon,,,,,,,
1964672335,happiness,6,ohayemily,@megan_ftw awh i'm sorry  i'm probably going to do the same thing haha.,,,,,,,
1964672175,worry,13,tmorton91877,"@iamhuntersmith yep, probably will be... wish you had let me know you were interested... had extra corporate chalet tix and let them go",,,,,,,
1964671810,sadness,11,bev1203,that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,,,,,,,
1964671671,worry,13,sunsetsyouknow,@dcorsetto Ugh my trousers do that too and I've never found a way to combat it! It's so weird,,,,,,,
1964671465,neutral,9,makeupbynumbers,Ugh cramps  and it's hot,,,,,,,
1964671250,neutral,9,loveandbooze,@faffypants maybe.  his real name wasnt tommy?,,,,,,,
1964671218,hate,7,tennjen,crap! tying run is on 2nd!  let's hold em' Raiders!,,,,,,,
1964671146,sadness,11,sriggles,"@JasonCalacanis damn I missed the live show, guess I will have to wait till it is available through iTunes",,,,,,,
1964670989,worry,13,PutNeYoOnVibe,@WeWantNEYOnVibe Knock You Down is playing now...again!!! Cna my day get any better?? I love it!! How r u? Missed u,,,,,,,
1964670966,surprise,12,QuickJiggs,....yup stil at work,,,,,,,
1964670870,sadness,11,OberonUK,@mumalot I corrected myself,,,,,,,
1964670365,worry,13,bridewithbroom,Problem with my must do list is: once I write it I usually forget where I've placed it...1st thing on my to do list--find my to do list,,,,,,,
1964670341,worry,13,smartinez182,feeling like I'm gonna fall asleep any time now but I can't.,,,,,,,
1964670062,sadness,11,mohalen,"i have officially hit the wall, totally nonfunctionalproductive at work",,,,,,,
1964669881,love,8,HolliePhillipsx,http://twitpic.com/67kvt - my bestie leah  havent seen her in so long,,,,,,,
1964669734,neutral,9,hayleelittle,work  I don't wanna go  excited fir Sunday though!,,,,,,,
1964669733,sadness,11,Amy_Reindeer,@kimitwi btw i have your report too &gt,:] omg at lunch today we had to move from the HC to the trees cause of the heat &quot,/ all my days suck,,,,,
1964669465,neutral,9,nicolebernadett,its raining,,,,,,,
1964669323,sadness,11,rkalsu2,Need to sleep but can't,,,,,,,
1964668558,sadness,11,diddyrundacity,@SimplyKia o iight we gonna miss you tonight,,,,,,,
1964668307,neutral,9,BIDAloca,@DearFloyd  u don't know harajuku lovers?,,,,,,,
1964667705,love,8,MHonc,Cause these stupid people dont have my phone and my tummy herts,,,,,,,
1964667316,sadness,11,paulahibner,"to be really really... not bored but bad, i won't know the news  but thats ok. BRB x",,,,,,,
1964666991,neutral,9,ShannonMcFadden,never part of these follow fridays,,,,,,,
1964666307,surprise,12,Ayizzle,@YoungPharoh and added it to his collection. i was too much of a punk bitch to ask for it back.,,,,,,,
1964666116,neutral,9,iamsarahlou,@Faerie27 did you put a spoon in it?,,,,,,,
1964666054,neutral,9,DavidNoorigian,@caligirl00 ur Mom just called. Guess NOT. C U @ 5,,,,,,,
1964666031,sadness,11,PrincessSakura,@beckyhope ahh yeah i get what you mean i have an Alevel retake exam the day after the gig  so yah im pretty stressed!!!,,,,,,,
1964665687,surprise,12,deeliciouz,@Kyra_In_TX I know what you mean.,,,,,,,
1964665685,worry,13,tractor_girl99,@Bells83 Never been to the USA before  It would be great to the cruise/tour next year. Whatever it is its gonna be a blast,,,,,,,
1964665649,sadness,11,e_mk,missing @justbrad on his birthday,,,,,,,
1964665447,sadness,11,katiecamie,I just spent 45 minutes at the book store. I only bought one book.,,,,,,,
1964665193,worry,13,TellurideLisa,"It's not monsoon season in Telluride yet, so why does it keep raining everyday?!",,,,,,,
1964665143,worry,13,louhaffner,"@SnowVsAsphalt Not at the moment, well i cant find it yet!  LOL",,,,,,,
1964664932,surprise,12,PrincessMandyA,I think I may have just lost my job... FML,,,,,,,
1964664901,neutral,9,Princess_Elisha,@Pisces_1988 cool i wish i could av gone 2 da 1 he did where i live but i couldnt,,,,,,,
1964664596,worry,13,moominboy,"@secretidcrisis Sorry to hear that, dude",,,,,,,
1964664497,surprise,12,QuelaRenee,@DAEONE  you don't love me anymore!,,,,,,,
1964664329,neutral,9,nicholasstudt,@jspatton: sorry forgot that,,,,,,,
1964664124,happiness,6,RyanLeeEdwards,cba with exams! 17 left!,,,,,,,
1964663965,hate,7,dfgunning,its raining! boo,,,,,,,
1964663663,neutral,9,mblaa,"@grouptweet Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer",,,,,,,
1964663419,worry,13,ladycameo,Wtf i just found out that the 20th annual NJ state chili cookoff is tomorrow and im gonna miss it,,,,,,,
1964663285,worry,13,louisebriedis,@receptiongal  hope your day gets better soon!!,,,,,,,
1964662583,hate,7,TheEmmaHamilton,I'm not sleeping at all until @thisisryanross accepts my appology,,,,,,,
1964662437,worry,13,caiteebug,I have a headache. Also we are dealing with a lice outbreak. My lovely hair has been affected.,,,,,,,
1964662011,neutral,9,vacant_heart,"Oh please! I wanted to complete an unfinished tweet, and 5 tweets cropped up in between!  and now my tweet looks dorky.",,,,,,,
1964661276,relief,10,paulahibner,"to be really really... not bored but bad, i won't now the news  but thats ok. BRB x",,,,,,,
1964661270,sadness,11,trevypoos,"Hello and thank you for all of the #followfridays people. I always forget, sorry",,,,,,,
1964660892,worry,13,shes2pretty,@MizSocialite it's 2 big I can't Use it 4 everday use,,,,,,,
1964660719,worry,13,SunnieDee,My back hurts...really bad,,,,,,,
1964660672,anger,1,ChasityBelt,"And you could have it all, my empire of dirt! I'm in a&amp;e with dad I'm freezing fully shivering Every1 else is warm  no fones allowed ffs!",,,,,,,
1964660330,hate,7,Qiaoyi86,Feel like crap today   Got a speeding ticket 1st since 5 years...blows!!!!!!!,,,,,,,
1964659888,sadness,11,bia_182,@sheistheemily pq vc nï¿½o pediu amor,,,,,,,
1964659094,neutral,9,Lyricist_Juice,@QRock2005 I was in there earlier I'm not at home  I'm ok my iPod!,,,,,,,
1964652118,worry,13,vmrichmond,"I'm feelin sad, depressed, lonely, unhappy all at once. Rwhats wrong with me",,,,,,,
1964651835,worry,13,LovelyLight6,My breath is weezy.  No more going to knotts when you've been sick all week.,,,,,,,
1964651663,worry,13,jasminekimberly,is allergic to you...Oh NO!,,,,,,,
1964651648,sadness,11,saaam_,@irishjonasfan lol now your making me feel bad for not coming on  lol,,,,,,,
1964651636,relief,10,igwarrender,@frankietee 4th... Please not! Maybe she'll get 3 attempts and win tomorrow!!,,,,,,,
1964651327,relief,10,druzilla47,"@nilsipilsifan Hehe. Yeah, me too.  or I would totally write it. XD",,,,,,,
1964651294,love,8,GiniLovesJonas,"@InLoveWithJonas Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i'm always lacking stuff like fun etc!",,,,,,,
1964650999,sadness,11,niallvansanten,got beat by super LARRYonation,,,,,,,
1964650684,sadness,11,hillaryhohn,"It is so miserably hot, the a/c in my house is broken",,,,,,,
1964650536,worry,13,06Di06,had best get revising over da weekend got an exam on Monday for 2 hours!!!!!!!,,,,,,,
1964650535,worry,13,nutburgers,I wanna feel my chin,,,,,,,
1964650444,neutral,9,funkybrownchick,"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental",,,,,,,
1964650287,neutral,9,lucascarpenter,@oncherrystreet I thought all the Apple Store and/or Best Buy guys wanted on?!,,,,,,,
1964650211,neutral,9,geisharocks,@balmainbazaar agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,,,,,,,
1964649968,worry,13,BillyScallywag,@BananasMel Tried and no good but thanks anyway.   Off to youtube world.,,,,,,,
1964649345,worry,13,j1jacob,don't feel good,,,,,,,
1964649183,neutral,9,meljq21,@kaydence02 we r the lost troopers. But I want to know,,,,,,,
1964648990,worry,13,jasmink9,@mileycyrus i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I&lt,3U,,,,,,
1964648911,neutral,9,J4Yx2,@andy2dx Awww boo. Maybe i wont be sober during 3s team at evo. I need to snag someone to be my partner,,,,,,,
1964648866,worry,13,jazifyfie,"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!",,,,,,,
1964648851,hate,7,hopeful420,@notbeaverhausen I want to hit that,,,,,,,
1964648594,neutral,9,RoxieDax,@ReikoEoh I bet this would've been fixed if I could've called up @Twitter on the phone and explain this whole situation. Jeez.,,,,,,,
1964648593,neutral,9,twiter_twotter,Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won't reply me  &lt,333 Maria,,,,,,
1964648313,worry,13,Bianca_Bonnett,i am on BLAZE and my head hurts.,,,,,,,
1964647945,sadness,11,JustAnt1,@siirensiiren meagan rochelle &quot,the one u need&quot, i would say &quot,cater 2 u&quot, by he didnt produce that.,,,
1964647733,worry,13,BobbyJamesX,Going to buffalo wild wings to meet up with my best friends I haven't seen in forever! Too bad I can't eat the food,,,,,,,
1964647413,love,8,sexieblacc,@princess4lyfe I hear you. I can't think of a layout either.  lol I've been trying for i dont know how long.,,,,,,,
1964647372,empty,3,bretthartwell,@tinacarlino no go on the bro down tonight for brett,,,,,,,
1964647302,sadness,11,MeganNBaker,Just drove by fisher and I feel so sad,,,,,,,
1964647174,worry,13,kristinekay,Last day at DMA over!     a million sad faces.,,,,,,,
1964646661,worry,13,mechista,"Back from the gym! I'm no expert or anything, but I'm pretty sure I am not going to be able to move tomorrow, maybe even in a few hours!!",,,,,,,
1964646069,sadness,11,TA_aimee,"@DenyButterflies Omg. I am so sorry. Sorry, I never know what to say",,,,,,,
1964645778,sadness,11,abbkins,He didnt leave a voicemail..  -121908inlove(:,,,,,,,
1964645719,sadness,11,huseyinthebrain,@Flossalini no panasonic charger.sorry,,,,,,,
1964645620,love,8,LiseAnnCaldara,@scaldara HAHAHA i only have the groundhog to play with,,,,,,,
1964645568,enthusiasm,4,XxEMxX,Getting all annoyed cos this weekend's going to be hot. I'm bloody working,,,,,,,
1964645534,enthusiasm,4,RedBerryCrochet,"Looks like rain again  Oh well, it will give me a chance to work on a new crochet pattern I have in the works.",,,,,,,
1964645391,love,8,carolinehustles,I wanna see that movie &quot,Keith&quot, with JMcCartney in it! It looks sooo good. But none of the video stores here carry it,,,,,
1964645224,neutral,9,SarahMorrison,@Bronques Oh THOSE messages. Probably not,,,,,,,
1964645073,hate,7,SadiquaP,"Q: what happens when you don't marry your ex? A: you dont get a ring, therefore ending up with NOTHING to pawn when u need $$",,,,,,,
1964645031,sadness,11,kimmy_gurl_33,is feeling rather lonely and broke...oh wait...I am lonely and broke.,,,,,,,
1964644927,sadness,11,superfiona,@misscherrypie  I wish you could get back in yours!! I'm thinking only 16 hours a week out of the bubble would be okay?!,,,,,,,
1964644785,sadness,11,_STFUalex,"Whoa, I didn't mean to sleep for more than an hour",,,,,,,
1964644717,happiness,6,grubby03,The heat is here!!!,,,,,,,
1964644585,sadness,11,sockgoddess,wishes people wouldn't be so stubborn sometimes.,,,,,,,
1964644332,worry,13,jakeeeashto,plus it hurts seeing sum1 you love falling for someone else!  not even kidding im wellllllllllllll gutted. xx xx,,,,,,,
1964644294,hate,7,sennydreadful,"I have to go clothes shopping tomorrow  I hate it, but I have a serious &quot;clothes falling apart&quot; situation here.",,,,,,,
1964644234,surprise,12,JasonDeehr,My boss called me anerexic,,,,,,,
1964643787,surprise,12,P_e_a_c_e_,@MissLaura317 oh man! They better do something to fix that!! ugh stupid Verizon,,,,,,,
1964643694,worry,13,Cupcake_Smile,@riskybizness23 You never write back babe.... my feelings are hurt,,,,,,,
1964643514,worry,13,_sauce,The random article generator on Wikipedia led me to: http://bit.ly/EMtcw which I remember playing before. I never got past the 1st level,,,,,,,
1964643364,worry,13,rehes,@MeccaDonna  well hit me and we can see...it depends then,,,,,,,
1964643316,sadness,11,Itsme99,I dont like this random gloomy weather,,,,,,,
1964642996,relief,10,JanaiChristian,Cough drops taste gross...blaaaqhhh,,,,,,,
1964642937,sadness,11,xxclobellexx,Sunburn hurts...,,,,,,,
1964642509,neutral,9,alikat89,@TomFelton Have you seen this girl!? http://bit.ly/14LVI    I feel so bad for her,,,,,,,
1964642146,hate,7,loserluigi,@thatdude356 someone hates me,,,,,,,
1964642113,worry,13,widgetpress,"late for @mobicamp  sick kid at home, hope she feels better later tonite",,,,,,,
1964642084,sadness,11,meredithfranks,Best friend is leaving to go back to school today..I am so sad,,,,,,,
1964641985,surprise,12,Wheale,@Cara_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi,,,,,,,
1964641821,enthusiasm,4,MileyLoverx3,@mileycyrus i wish i could meet you once  do u think this will happen someday? :'(,,,,,,,
1964641669,sadness,11,doodlewhale,@Itxi_Itx no credits for me unfortunately!,,,,,,,
1964641229,sadness,11,Sharissaann,"is on her way to Seattle! Yay for Seattle, boo for Matt leaving.",,,,,,,
1964641172,sadness,11,Meeshle,no one calls me anymore,,,,,,,
1964641130,fun,5,dreamhampton,@CoffeebreakDMV so afraid my daughter's gonna write a memoir where i'm some ungodly mix of Miles &amp, Betty Davis in All About Eve,,,,,,
1964641088,sadness,11,alexisnoel,Well it's official I have strep,,,,,,,
1964641078,worry,13,dannysmart,this darn cold just keeps getting worse  i bought some hayfever pills just to try out maybe i've had that all along,,,,,,,
1964640771,worry,13,hybridrainbow,I wish my cats were indoor cats.,,,,,,,
1964640662,neutral,9,karen_1992,@R_casagrande haha thanks. but if it keeps raining i might not go,,,,,,,
1964640647,hate,7,K_marie10,woke up way later than I intended to today  Need to start getting to bed before 5 a.m. b/c this will be a bad habit to break later,,,,,,,
1964640377,empty,3,jjgrl,sooo reluctant to study for finals right now.... but i have to,,,,,,,
1964640359,sadness,11,mattielong,@lexiloohoo i'm sorry  today's been nothing but a fucking heartbreak,,,,,,,
1964640319,neutral,9,savemusic05,"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that'll never go away...",,,,,,,
1964640209,hate,7,TORIgolds,Birthday tomorrow. Doing jack shit all weekend,,,,,,,
1964630756,neutral,9,Sakura2miaka,I wanna be at BEA as well!!!!   #BEA09,,,,,,,
1964630590,worry,13,jantzaalexandra,I am pretty confused.. leaving is the best option and I know it will benefit me.. but I don't want to leave behind what I truely love,,,,,,,
1964630557,sadness,11,IfUSeekSerena,ahh sore throat and tired. want to go back to bed. but have work,,,,,,,
1964630306,neutral,9,iliekpanduz,My eyes hurt,,,,,,,
1964630283,happiness,6,lfinkelstein,Two week extension on contract ... I'm ready for it to be done,,,,,,,
1964630040,neutral,9,AudreyWu,Been working so hard - its a drag not having time to tweet.!,,,,,,,
1964629860,sadness,11,JOSIElistic,just went to the dentist my mouth hurts and I can't eat until 8,,,,,,,
1964629665,sadness,11,Karen_mst,@ninjabetic Oh no!!    Hope they get you in soon and can make you feel all better.  Hugs from the other coast!!,,,,,,,
1964629575,worry,13,jayaramk,I have started to fear weekends since joining German classes,,,,,,,
1964629520,sadness,11,ludovicah,@MFarrugia I never was good at platform games...,,,,,,,
1964629512,love,8,Dashwitmeeh,Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is Fuckin Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!,,,,,,,
1964629275,hate,7,eilibix,@heatherofficial you make people drink petrol and set them on fire? Your not the person i thought you were,,,,,,,
1964629167,worry,13,Marii_annaax,have a biiig headache.,,,,,,,
1964629068,sadness,11,navyk11,did crossfit running today...agitated my right leg,,,,,,,
1964628901,worry,13,HaylesF20,Is trying to recover from a broken heart....yet again for the 2nd or 3rd time,,,,,,,
1964628882,worry,13,MikeDrawback,ha im so glad it stopped raining.  my umbrella broke today,,,,,,,
1964628596,sadness,11,synchroanna,"have to change practice pools, someone threw up in our normal pool",,,,,,,
1964628566,sadness,11,BellaKavner98,went to see the dentist. can't eat and im starving. really sucks.  and ist's painful.,,,,,,,
1964628212,empty,3,breeze80,@CarrieStephens mine do it no matter WHO i'm on the phone with!,,,,,,,
1964627987,worry,13,MissNuclear,@JonnyRadtke i'll miss you when i go to future kill hannah shows,,,,,,,
1964627736,sadness,11,imnotsupermodel,mummy i need you,,,,,,,
1964627665,happiness,6,wifeof1momof4,"Back @ home AGAIN .. bathing kids, ironing clothes for hubby .. nephew's graduation tonight! I remember when he was 2!",,,,,,,
1964627519,sadness,11,saxychicka,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I'm already dead tired = very bad.,,,,,,,
1964627501,empty,3,jayroh,@cgervcracker that wasn't nice,,,,,,,
1964627334,neutral,9,judyb,@chrisstjohn http://my.barackobama.com/page/content/iphone but it no longer seems to be in the app store.,,,,,,,
1964627232,neutral,9,magzalez,@TheCre8ive  Glad you're ok!,,,,,,,
1964626862,surprise,12,michaelgikis,At the DMV uhhhg!,,,,,,,
